title,region,price,square,floor
整租·武汉国博新城3室2厅南,汉阳-四新-武汉国博新城,2950元/月,95.22㎡,高楼层（47层）
整租·武汉大学珞桂小区3室1厅南/北,洪山-卓刀泉-武汉大学珞桂小区,1200元/月,138.27㎡,高楼层（6层）
整租·武汉生物研究所宿舍2室1厅南,武昌-首义-武汉生物研究所宿舍,1500元/月,75.00㎡,高楼层（8层）
整租·武汉天地二期A63室2厅东南,江岸-黄埔永清-武汉天地二期A6,11000元/月,136.08㎡,高楼层（9层）
整租·武汉天地二期A103室2厅东南,江岸-黄埔永清-武汉天地二期A10,9000元/月,133.00㎡,中楼层（6层）
整租·武汉天地盛荟3室2厅东南,江岸-黄埔永清-武汉天地盛荟,16000元/月,148.00㎡,低楼层（48层）
整租·武汉天地二期A82室2厅东南,江岸-黄埔永清-武汉天地二期A8,8500元/月,100.41㎡,中楼层（32层）
整租·武汉天地二期A63室2厅东南,江岸-黄埔永清-武汉天地二期A6,8000元/月,130.52㎡,高楼层（32层）
整租·大武汉19112室1厅南,江汉-CBD西北湖-大武汉1911,5000元/月,67.78㎡,中楼层（18层）
整租·武汉城市广场1室1厅南/北,硚口-宝丰崇仁-武汉城市广场,2100元/月,39.99㎡,中楼层（29层）
整租·武汉海关宿舍3室2厅南,江汉-台北香港路-武汉海关宿舍,3000元/月,128.02㎡,中楼层（8层）
整租·武汉城市广场2室1厅北,硚口-宝丰崇仁-武汉城市广场,3000元/月,80.00㎡,中楼层（29层）
整租·武汉国博新城2室1厅南,汉阳-四新-武汉国博新城,1900元/月,80.16㎡,高楼层（38层）
整租·武汉城市广场1室1厅南,硚口-宝丰崇仁-武汉城市广场,2600元/月,60.16㎡,低楼层（29层）
整租·武汉海关宿舍3室1厅东/西,江汉-台北香港路-武汉海关宿舍,2600元/月,108.00㎡,高楼层（8层）
整租·武汉雅居乐花园3室2厅南/北,江夏-庙山-武汉雅居乐花园,2500元/月,92.91㎡,低楼层（14层）
整租·武汉天地云廷4室2厅南/北,江岸-黄埔永清-武汉天地云廷,40000元/月,345.00㎡,中楼层（46层）
整租·武汉碧桂园天玺湾3室2厅南,江夏-庙山-武汉碧桂园天玺湾,2800元/月,118.13㎡,高楼层（18层）
整租·武汉碧桂园天玺湾3室1厅南,江夏-庙山-武汉碧桂园天玺湾,3000元/月,118.99㎡,中楼层（18层）
整租·武汉碧桂园天玺湾3室2厅南/北,江夏-庙山-武汉碧桂园天玺湾,2500元/月,118.64㎡,中楼层（18层）
整租·武汉碧桂园天玺湾4室2厅南/北,江夏-庙山-武汉碧桂园天玺湾,2800元/月,139.33㎡,低楼层（18层）
整租·武汉天街创富时代1室0厅南,江汉-CBD西北湖-武汉天街创富时代,4500元/月,46.41㎡,低楼层（28层）
整租·武汉大学珞桂小区3室2厅南,洪山-卓刀泉-武汉大学珞桂小区,2700元/月,130.00㎡,高楼层（8层）
合租·武汉大学珞桂小区1居室南卧,洪山-卓刀泉-武汉大学珞桂小区,900元/月,147.27㎡,低楼层（6层）
整租·武汉天地一期A73室2厅东,江岸-黄埔永清-武汉天地一期A7,10500元/月,147.70㎡,低楼层（33层）
整租·武汉天地二期A83室2厅东南/西北,江岸-黄埔永清-武汉天地二期A8,9500元/月,139.00㎡,中楼层（7层）
整租·武汉铁路徐东路住宅小区3室1厅南,洪山-徐东-武汉铁路徐东路住宅小区,2450元/月,97.00㎡,高楼层（7层）
整租·武汉生物研究所宿舍3室2厅南,武昌-首义-武汉生物研究所宿舍,2800元/月,117.25㎡,高楼层（7层）
整租·广埠屯电力职业学院教师宿舍2室1厅南,洪山-街道口-广埠屯电力职业学院教师宿舍,2500元/月,65.00㎡,高楼层（6层）
整租·武汉工程大学教工宿舍3室2厅南/北,洪山-虎泉杨家湾-武汉工程大学教工宿舍,3850元/月,138.85㎡,中楼层（7层）
title,region,price,square,floor
整租·武汉工程大学教工宿舍2室1厅南,洪山-虎泉杨家湾-武汉工程大学教工宿舍,1500元/月,58.00㎡,低楼层（5层）
整租·武汉市委党校职工宿舍3室1厅南,江岸-育才花桥-武汉市委党校职工宿舍,1200元/月,105.31㎡,中楼层（8层）
整租·武汉天街3室1厅南,江汉-CBD西北湖-武汉天街,3500元/月,97.00㎡,高楼层（23层）
整租·武汉天街2室2厅东南,江汉-CBD西北湖-武汉天街,3200元/月,69.75㎡,中楼层（25层）
整租·武汉天街2室2厅南,江汉-CBD西北湖-武汉天街,2900元/月,76.95㎡,低楼层（25层）
整租·恒大城2室2厅南,东西湖-金银湖-恒大城,1600元/月,52.00㎡,低楼层（43层）
整租·恒大城3室1厅南/北,东西湖-金银湖-恒大城,1800元/月,98.00㎡,高楼层（33层）
整租·恒大城2室1厅东南,东西湖-金银湖-恒大城,2000元/月,93.43㎡,中楼层（32层）
整租·恒大城4室2厅复式南,东西湖-金银湖-恒大城,4000元/月,152.89㎡,低楼层（12层）
整租·恒大城1室1厅南,东西湖-金银湖-恒大城,1700元/月,52.00㎡,高楼层（33层）
整租·恒大城1室1厅南,东西湖-金银湖-恒大城,1800元/月,52.17㎡,低楼层（43层）
整租·恒大城3室2厅南,东西湖-金银湖-恒大城,2300元/月,93.89㎡,中楼层（11层）
整租·恒大城2室2厅南,东西湖-金银湖-恒大城,2000元/月,90.74㎡,中楼层（32层）
整租·恒大城2室2厅南,东西湖-金银湖-恒大城,1500元/月,52.00㎡,中楼层（43层）
整租·恒大城3室2厅南,东西湖-金银湖-恒大城,2000元/月,90.27㎡,低楼层（33层）
整租·武汉军运村3室2厅南/北,江夏-黄家湖-武汉军运村,2500元/月,105.70㎡,中楼层（26层）
整租·保利城2室2厅南,武昌-团结大道-保利城,2500元/月,88.00㎡,低楼层（34层）
整租·南国大家装1室1厅南,硚口-宗关-南国大家装,24000元/月,450.00㎡,中楼层（30层）
整租·南国大家装2室2厅南,硚口-宗关-南国大家装,2800元/月,47.71㎡,中楼层（21层）
整租·南国大家装1室1厅南,硚口-宗关-南国大家装,1800元/月,51.34㎡,高楼层（21层）
整租·保利城4室1厅南,武昌-团结大道-保利城,2700元/月,105.54㎡,中楼层（34层）
整租·保利城3室2厅南/北,武昌-团结大道-保利城,2900元/月,105.00㎡,低楼层（34层）
整租·南国大家装1室1厅南,硚口-宗关-南国大家装,1600元/月,58.41㎡,高楼层（16层）
整租·保利城2室2厅南,武昌-团结大道-保利城,1800元/月,78.29㎡,中楼层（29层）
整租·保利城2室2厅南/北,武昌-团结大道-保利城,2400元/月,88.00㎡,低楼层（28层）
整租·南国大家装2室1厅南,硚口-宗关-南国大家装,8000元/月,65.30㎡,中楼层（16层）
整租·保利城3室1厅南,武昌-团结大道-保利城,1200元/月,92.00㎡,中楼层（51层）
整租·保利城3室2厅南,武昌-团结大道-保利城,2600元/月,106.00㎡,中楼层（34层）
整租·南国大家装2室2厅南,硚口-宗关-南国大家装,2500元/月,48.00㎡,中楼层（19层）
整租·保利城3室1厅南,武昌-团结大道-保利城,2700元/月,105.00㎡,中楼层（34层）
title,region,price,square,floor
整租·南国大家装3室1厅南,硚口-宗关-南国大家装,2300元/月,47.65㎡,低楼层（21层）
整租·保利城3室1厅南,武昌-团结大道-保利城,1200元/月,92.00㎡,中楼层（51层）
整租·保利城2室2厅南/北,武昌-团结大道-保利城,2400元/月,88.00㎡,低楼层（28层）
整租·南国大家装1室1厅南,硚口-宗关-南国大家装,24000元/月,450.00㎡,中楼层（30层）
整租·南国大家装2室2厅南,硚口-宗关-南国大家装,2500元/月,48.00㎡,中楼层（19层）
整租·保利城3室1厅南,武昌-团结大道-保利城,2700元/月,105.00㎡,中楼层（34层）
整租·南国大家装2室2厅南,硚口-宗关-南国大家装,2500元/月,51.34㎡,中楼层（21层）
整租·南国大家装2室1厅南,硚口-宗关-南国大家装,8000元/月,65.30㎡,中楼层（16层）
整租·保利城3室2厅南,武昌-团结大道-保利城,2600元/月,106.00㎡,中楼层（34层）
整租·保利城2室2厅南,武昌-团结大道-保利城,3200元/月,89.57㎡,低楼层（34层）
整租·南国大家装1室0厅南,硚口-宗关-南国大家装,1600元/月,47.71㎡,高楼层（21层）
整租·保利城3室2厅南,武昌-团结大道-保利城,3000元/月,103.95㎡,低楼层（34层）
整租·保利城1室1厅南/北,武昌-团结大道-保利城,800元/月,97.00㎡,低楼层（29层）
整租·保利城5室0厅南,武昌-团结大道-保利城,900元/月,119.41㎡,中楼层（34层）
整租·南国大家装1室0厅南,硚口-宗关-南国大家装,1600元/月,54.52㎡,高楼层（21层）
整租·保利城3室2厅南,武昌-团结大道-保利城,4000元/月,130.42㎡,中楼层（39层）
整租·南国大家装1室1厅南,硚口-宗关-南国大家装,6200元/月,183.00㎡,中楼层（30层）
整租·保利城3室1厅南,武昌-团结大道-保利城,3200元/月,92.84㎡,中楼层（29层）
整租·武汉天地一期A72室1厅东南,江岸-黄埔永清-武汉天地一期A7,4900元/月,97.95㎡,低楼层（33层）
整租·武汉大学珞桂小区4室2厅南/北,洪山-卓刀泉-武汉大学珞桂小区,3500元/月,162.02㎡,中楼层（13层）
整租·武汉二师教工宿舍1室1厅南,武昌-中南丁字桥-武汉二师教工宿舍,4000元/月,55.73㎡,低楼层（8层）
整租·武汉碧桂园天玺湾3室2厅南/北,江夏-庙山-武汉碧桂园天玺湾,2800元/月,120.00㎡,高楼层（18层）
整租·武汉大学珞桂小区4室1厅东南/南,洪山-卓刀泉-武汉大学珞桂小区,2000元/月,43.86㎡,高楼层（8层）
整租·武汉经开万达广场1室1厅南,沌口开发区-沌口-武汉经开万达广场,1600元/月,35.00㎡,高楼层（30层）
整租·武汉经开万达广场1室1厅东南,沌口开发区-沌口-武汉经开万达广场,2400元/月,41.00㎡,高楼层（30层）
整租·武汉二师教工宿舍3室1厅南/北,武昌-中南丁字桥-武汉二师教工宿舍,3500元/月,59.00㎡,中楼层（8层）
整租·武汉经开万达广场1室1厅南,沌口开发区-沌口-武汉经开万达广场,1600元/月,43.50㎡,低楼层（30层）
整租·武汉经开万达广场1室1厅北,沌口开发区-沌口-武汉经开万达广场,1500元/月,42.30㎡,中楼层（30层）
整租·湖大友谊小区3室2厅南,武昌-沙湖-湖大友谊小区,2400元/月,118.00㎡,高楼层（6层）
整租·广埠屯电力职业学院教师宿舍3室2厅南,洪山-街道口-广埠屯电力职业学院教师宿舍,2600元/月,89.33㎡,高楼层（6层）
title,region,price,square,floor
整租·武汉大学珞涵屯小区3室2厅南,武昌-街道口-武汉大学珞涵屯小区,3000元/月,124.00㎡,中楼层（8层）
整租·武汉市育才小学宿舍3室1厅南,江岸-育才花桥-武汉市育才小学宿舍,3000元/月,63.35㎡,低楼层（18层）
整租·武汉市育才小学宿舍2室2厅西南,江岸-育才花桥-武汉市育才小学宿舍,2000元/月,68.99㎡,高楼层（7层）
整租·二十五中教师宿舍3室1厅南,武昌-中南丁字桥-二十五中教师宿舍,2200元/月,85.00㎡,中楼层（4层）
整租·二十五中教师宿舍2室2厅南,武昌-中南丁字桥-二十五中教师宿舍,2800元/月,72.00㎡,高楼层（4层）
整租·二十五中教师宿舍2室2厅南,武昌-中南丁字桥-二十五中教师宿舍,2500元/月,71.48㎡,中楼层（4层）
整租·裕荣家园3室2厅南,江汉-CBD西北湖-裕荣家园,3080元/月,126.41㎡,高楼层（12层）
整租·万科红郡4室2厅南,东湖高新-金融港-万科红郡,5200元/月,136.37㎡,低楼层（18层）
整租·万科红郡2室1厅南/北,东湖高新-金融港-万科红郡,3200元/月,73.15㎡,低楼层（32层）
合租·万科红郡7居室南卧,东湖高新-金融港-万科红郡,1200元/月,15.00㎡,低楼层（3层）
整租·中城悦城二期3室2厅南,江汉-CBD西北湖-中城悦城二期,3200元/月,96.00㎡,高楼层（33层）
整租·工大雅苑2室2厅南,洪山-虎泉杨家湾-工大雅苑,3300元/月,94.20㎡,高楼层（26层）
整租·万达御湖世家4室2厅南/北,洪山-楚河汉街-万达御湖世家,23000元/月,258.00㎡,低楼层（48层）
整租·万达御湖世家4室2厅南,洪山-楚河汉街-万达御湖世家,17000元/月,185.00㎡,高楼层（48层）
整租·万达御湖世家4室2厅南/北,洪山-楚河汉街-万达御湖世家,20000元/月,252.00㎡,中楼层（52层）
整租·万达御湖世家4室2厅南/北,洪山-楚河汉街-万达御湖世家,23000元/月,252.00㎡,高楼层（48层）
整租·万达御湖世家3室2厅南/北,洪山-楚河汉街-万达御湖世家,15000元/月,184.84㎡,中楼层（48层）
整租·万达御湖世家3室2厅东南/南,洪山-楚河汉街-万达御湖世家,18000元/月,185.00㎡,中楼层（48层）
整租·万达御湖世家4室2厅南/北,洪山-楚河汉街-万达御湖世家,23000元/月,258.81㎡,高楼层（48层）
整租·万达御湖世家3室2厅南/北,洪山-楚河汉街-万达御湖世家,13500元/月,182.18㎡,低楼层（48层）
整租·万达御湖世家4室2厅南,洪山-楚河汉街-万达御湖世家,18000元/月,258.96㎡,高楼层（48层）
整租·万达御湖世家3室2厅东南,洪山-楚河汉街-万达御湖世家,15000元/月,182.18㎡,低楼层（48层）
整租·武汉铁路大东门住宅小区3室1厅南,武昌-武昌火车站-武汉铁路大东门住宅小区,2500元/月,104.57㎡,高楼层（8层）
整租·武汉铁路徐东路住宅小区2室2厅南/北,洪山-徐东-武汉铁路徐东路住宅小区,2000元/月,70.00㎡,低楼层（7层）
整租·积玉桥万达SOHO1室0厅北,武昌-积玉桥-积玉桥万达SOHO,2000元/月,39.44㎡,低楼层（30层）
整租·中国中华城3室2厅南/北,江汉-台北香港路-中国中华城,8000元/月,167.58㎡,低楼层（38层）
整租·中城悦城一期3室1厅南,江汉-CBD西北湖-中城悦城一期,3800元/月,98.90㎡,中楼层（48层）
整租·武汉工贸职业学院教工住宅2室2厅南,洪山-洪山其它-武汉工贸职业学院教工住宅,1900元/月,66.91㎡,高楼层（2层）
整租·武汉深鸿润国际文化科技城2室1厅南,蔡甸-蔡甸城区-武汉深鸿润国际文化科技城,1600元/月,78.00㎡,高楼层（11层）
整租·万达公馆3室2厅南/北,武昌-积玉桥-万达公馆,18000元/月,278.00㎡,高楼层（42层）
title,region,price,square,floor
整租·华苑社区3室2厅南,江汉-杨汊湖-华苑社区,2300元/月,107.72㎡,中楼层（8层）
整租·裕荣家园3室2厅错层南,江汉-CBD西北湖-裕荣家园,4200元/月,154.00㎡,中楼层（12层）
整租·积玉桥万达SOHO1室0厅东,武昌-积玉桥-积玉桥万达SOHO,4800元/月,47.59㎡,低楼层（30层）
整租·积玉桥万达SOHO1室0厅东南,武昌-积玉桥-积玉桥万达SOHO,2800元/月,57.00㎡,低楼层（30层）
整租·积玉桥万达SOHO1室0厅东,武昌-积玉桥-积玉桥万达SOHO,4800元/月,47.19㎡,低楼层（30层）
整租·林业厅宿舍3室1厅南/北,武昌-首义-林业厅宿舍,2100元/月,99.45㎡,高楼层（8层）
整租·丰收小区2室1厅南,洪山-白沙洲-丰收小区,1400元/月,76.80㎡,中楼层（7层）
整租·武汉军运村3室2厅南/北,江夏-黄家湖-武汉军运村,3500元/月,135.00㎡,中楼层（11层）
整租·武汉军运村3室2厅南,江夏-黄家湖-武汉军运村,2600元/月,108.00㎡,低楼层（26层）
整租·武汉军运村3室2厅南,江夏-黄家湖-武汉军运村,2600元/月,108.00㎡,低楼层（26层）
整租·保利城4室1厅南/北,武昌-团结大道-保利城,5000元/月,121.00㎡,中楼层（33层）
整租·万达御湖世家3室2厅东南/南,洪山-楚河汉街-万达御湖世家,15000元/月,183.50㎡,中楼层（48层）
